"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.286927375E2,9.558992833E-2,-9.698371887E-1,-2.112750530E0
2.287007214E2,1.162013486E-1,-9.553656578E-1,-2.122523785E0
2.287087042E2,2.116720378E-1,-8.956327438E-1,-2.081835270E0
2.287166896E2,3.832366467E-1,-7.433876991E-1,-1.956480980E0
2.287246753E2,4.694539309E-1,-6.189713478E-1,-1.865476608E0
2.287326589E2,5.231326222E-1,-5.323457718E-1,-1.688710690E0
2.287406422E2,5.335213542E-1,-4.841871262E-1,-1.530886650E0
2.287486221E2,4.719694257E-1,-5.366168022E-1,-1.305919170E0
2.287566047E2,3.624313474E-1,-6.673135757E-1,-9.116616249E-1
2.287645849E2,2.923639715E-1,-7.684574127E-1,-6.378889084E-1
2.287725663E2,2.614852786E-1,-8.690457344E-1,-6.040754318E-1
2.287805502E2,2.686937451E-1,-9.784965515E-1,-7.003097534E-1
2.287885345E2,2.887725234E-1,-1.014560699E0,-7.550725937E-1
2.287965203E2,3.260892630E-1,-1.025919437E0,-7.819595337E-1
2.288045030E2,4.244342148E-1,-1.064797878E0,-8.914966583E-1
2.288124843E2,5.220314264E-1,-1.044539928E0,-1.069752216E0
2.288204680E2,5.908959508E-1,-9.547715187E-1,-1.418014050E0
2.288284535E2,5.591418147E-1,-8.220801353E-1,-1.775609493E0
2.288364400E2,4.217787385E-1,-7.078824043E-1,-2.081130505E0
2.288444222E2,2.169780284E-1,-5.430474281E-1,-2.365465164E0
2.288524056E2,7.839855552E-2,-4.077782631E-1,-2.577194691E0
2.288603835E2,4.487216473E-3,-2.564425468E-1,-2.685466766E0
2.288683647E2,5.708353221E-2,-5.606985092E-2,-2.392868519E0
2.288763482E2,1.753651947E-1,3.387546539E-2,-1.975586414E0
2.288843305E2,3.243240118E-1,4.093027115E-2,-1.470578194E0
2.288923106E2,3.903564513E-1,2.147626877E-2,-1.111321449E0
2.289002921E2,3.775903583E-1,1.299333572E-2,-6.910719872E-1
2.289082755E2,3.716740906E-1,2.233648300E-2,-1.544427872E-1
2.289162642E2,4.253453314E-1,5.274200439E-2,1.840710640E-1
2.289242499E2,5.577878952E-1,1.168026924E-1,3.501434326E-1
2.289322366E2,7.336027622E-1,2.295222282E-1,3.813695908E-1
2.289402159E2,8.171892166E-1,2.569403648E-1,3.541865349E-1
2.289481949E2,7.788358927E-1,2.618193626E-1,2.967834473E-1
2.289561746E2,6.716793776E-1,2.877125740E-1,3.427939415E-1
2.289641572E2,6.106344461E-1,3.636393547E-1,2.716913223E-1
2.289721415E2,7.099276781E-1,4.223837852E-1,2.847604752E-1
2.289801261E2,8.706487417E-1,4.111566544E-1,2.529215813E-1
2.289881077E2,9.852543473E-1,4.454650879E-1,2.188162804E-1
2.289960901E2,1.001297116E0,4.414696693E-1,1.561493874E-1
2.290040713E2,8.890718222E-1,4.485054016E-1,2.597217560E-1
2.290120555E2,6.851218939E-1,4.486398697E-1,7.053723335E-1
2.290200386E2,6.577914357E-1,4.406538010E-1,1.278838158E0
2.290280174E2,7.793290019E-1,4.940071106E-1,1.953874588E0
2.290359994E2,1.008397460E0,5.483140945E-1,2.585168362E0
2.290439845E2,1.177912235E0,6.545739174E-1,2.872881889E0
2.290519667E2,1.354089499E0,9.259729385E-1,2.871635437E0
2.290599534E2,1.399753332E0,1.085386753E0,2.360809326E0
2.290679403E2,1.405110836E0,1.038341522E0,1.588218212E0
2.290759234E2,1.524968982E0,9.498734474E-1,4.461688995E-1
2.290839081E2,1.719769478E0,1.055082798E0,-8.471012115E-2
2.290918925E2,1.780495644E0,1.168382645E0,-5.803279877E-1
2.290998739E2,1.313796997E0,1.170161247E0,-1.103897572E0
2.291078572E2,8.205562234E-1,1.148986340E0,-1.323344707E0
2.291158399E2,3.186219931E-1,1.166303635E0,-1.195702076E0
2.291238191E2,3.724515438E-2,1.170364857E0,-8.272247314E-1
2.291317981E2,-1.065465808E-2,1.091108799E0,-3.297328949E-1
2.291397770E2,2.656114101E-1,9.377946854E-1,5.412197113E-1
2.291477551E2,7.192075849E-1,6.559863091E-1,1.697950840E0
2.291557332E2,1.248270273E0,2.386107445E-1,3.110599995E0
2.291637129E2,1.834558964E0,-2.190375328E-1,4.522148609E0
2.291716929E2,2.201137066E0,-5.044379234E-1,5.193506241E0
2.291796709E2,2.335048437E0,-6.577544212E-1,5.312968254E0
2.291876472E2,2.465343952E0,-7.042341232E-1,5.010452271E0
2.291956245E2,2.589568377E0,-6.972608566E-1,4.425324440E0
2.292036033E2,2.537281752E0,-5.643963814E-1,3.097359657E0
2.292115821E2,2.228865147E0,-4.126324654E-1,1.612169743E0
2.292195618E2,1.798651934E0,-2.452173233E-1,2.503790855E-1
2.292275392E2,1.194882393E0,-9.519958496E-2,-8.118138313E-1
2.292355208E2,6.570387483E-1,-1.374316216E-1,-1.390167713E0
2.292434996E2,3.344349563E-1,-2.279853821E-1,-1.806488514E0
2.292514798E2,2.557655871E-1,-3.533596992E-1,-2.012083054E0
2.292594583E2,3.550091982E-1,-4.996347427E-1,-2.020752430E0
2.292674405E2,6.050865650E-1,-6.191735268E-1,-1.783677578E0
2.292754223E2,9.180851579E-1,-6.614985466E-1,-1.437087536E0
2.292834086E2,1.247040749E0,-6.708369255E-1,-9.173989296E-1
2.292913937E2,1.564219952E0,-7.213110924E-1,-2.795815468E-1
2.292993784E2,1.740488648E0,-7.625594139E-1,1.962251663E-1
2.293073640E2,1.863193512E0,-7.016668320E-1,5.943598747E-1
2.293153505E2,1.802497149E0,-6.887149811E-1,9.258995056E-1
2.293233318E2,1.682278037E0,-7.440648079E-1,9.429306984E-1
2.293313098E2,1.507788420E0,-8.026471138E-1,7.239995003E-1
2.293392873E2,1.331135988E0,-8.635926247E-1,2.394380569E-1
2.293472673E2,1.107910991E0,-9.300155640E-1,-5.029115677E-1
2.293552474E2,8.599789143E-1,-8.895030022E-1,-1.246873856E0
2.293632313E2,6.492108107E-1,-8.353209496E-1,-1.707652092E0
2.293712107E2,5.279742479E-1,-8.183608055E-1,-2.054670811E0
2.293791913E2,4.921475947E-1,-8.619737625E-1,-2.240599155E0
2.293871704E2,5.454556346E-1,-9.271039963E-1,-2.213616848E0
2.293951488E2,7.464131117E-1,-9.904537201E-1,-2.164554119E0
2.294031306E2,8.658072948E-1,-1.037792206E0,-2.184200764E0
2.294111111E2,9.189572334E-1,-1.010815144E0,-2.249417782E0
2.294190915E2,8.898707628E-1,-8.749299049E-1,-2.260862350E0
2.294270726E2,8.783246279E-1,-7.316589355E-1,-1.882430077E0
2.294350546E2,1.005287647E0,-6.079607010E-1,-1.441343784E0
2.294430387E2,1.153477669E0,-5.525884628E-1,-1.156800747E0
2.294510194E2,1.194757462E0,-5.515027046E-1,-1.191183090E0
2.294590016E2,1.113927722E0,-5.079498291E-1,-1.310943604E0
2.294669822E2,1.000767708E0,-4.402928352E-1,-1.488223553E0
2.294749626E2,8.401831388E-1,-3.618450165E-1,-1.623600483E0
2.294829432E2,7.978991270E-1,-2.428350449E-1,-1.684747219E0
2.294909250E2,8.726040721E-1,-1.264009476E-1,-1.561599255E0
2.294989117E2,9.541949034E-1,-8.914422989E-2,-1.263735771E0
2.295068948E2,1.058638334E0,-9.472990036E-2,-7.171893120E-1
2.295148763E2,1.239689827E0,-1.599264145E-2,-2.788872719E-1
2.295228586E2,1.388124824E0,1.628303528E-2,-4.302024841E-2
2.295308454E2,1.392660379E0,-3.105783463E-2,1.575226784E-1
2.295388287E2,1.444621444E0,8.973598480E-3,2.898278236E-1
2.295468094E2,1.477694750E0,8.291530609E-2,2.541890144E-1
2.295547918E2,1.391255856E0,5.840873718E-2,1.063666344E-1
2.295627741E2,1.254618049E0,1.783466339E-2,-1.691884995E-1
2.295707541E2,1.162232161E0,8.672523499E-2,-2.479829788E-1
2.295787338E2,1.170787334E0,2.176918983E-1,-1.209936142E-1
2.295867090E2,1.054650068E0,2.327842712E-1,3.178963661E-1
2.295946872E2,9.684170485E-1,1.499900818E-1,7.922868729E-1
2.296026649E2,1.042755485E0,8.307600021E-2,1.097649574E0
2.296106453E2,1.214103580E0,1.094651222E-1,1.271742344E0
2.296186215E2,1.415315151E0,1.196680069E-1,1.342672825E0
2.296265970E2,1.565888524E0,1.766581535E-1,1.410307884E0
2.296345789E2,1.659797192E0,2.372727394E-1,1.594657898E0
2.296425591E2,1.754726410E0,3.496165276E-1,1.627366543E0
2.296505348E2,1.593599081E0,3.648433685E-1,1.834588528E0
2.296585106E2,1.328098655E0,2.336506844E-1,1.748548985E0
2.296664893E2,9.856728315E-1,2.049932480E-1,1.436378956E0
2.296744652E2,5.931907892E-1,3.888587952E-1,6.396589279E-1
2.296824391E2,2.664375007E-1,6.679563522E-1,-4.625124931E-1
2.296904168E2,-3.639349341E-2,8.745903969E-1,-1.727258682E0
2.296983942E2,-3.244147897E-1,1.068489075E0,-2.856680155E0
2.297063760E2,-6.194846630E-1,1.218041420E0,-2.991527557E0
2.297143534E2,-8.231427073E-1,1.479528427E0,-2.532896996E0
2.297223345E2,-9.206935167E-1,1.422430038E0,-1.241537571E0
2.297303195E2,-6.303017139E-1,1.016197681E0,7.224602699E-1
2.297383019E2,1.153570116E-1,2.453002930E-1,3.481786728E0
2.297462825E2,9.250275493E-1,-4.182872772E-1,5.560506344E0
2.297542652E2,1.495501161E0,-8.676991463E-1,6.823802948E0
2.297622482E2,1.714681864E0,-1.023896217E0,7.159071445E0
2.297702276E2,1.672507763E0,-6.777029037E-1,6.658277035E0
2.297782052E2,1.504972219E0,-3.966808319E-2,5.316105366E0
2.297861816E2,1.410808802E0,3.357553482E-1,3.729633331E0
2.297941616E2,1.368356586E0,5.301847458E-1,2.041992664E0
2.298021401E2,1.076429367E0,4.703440666E-1,4.795360565E-1
2.298101186E2,5.399516821E-1,2.869949341E-1,-5.143580437E-1
2.298180986E2,-2.159909308E-1,7.162332535E-2,-1.050509930E0
2.298260829E2,-9.036803246E-1,-1.072902679E-1,-1.173777580E0
2.298340661E2,-1.184460640E0,-2.559280396E-1,-8.155922890E-1
2.298420497E2,-1.043025851E0,-4.579505920E-1,-2.128262520E-1
2.298500260E2,-6.020366549E-1,-6.452918053E-1,4.950990677E-1
2.298580034E2,-4.430091381E-2,-7.590775490E-1,9.670739174E-1
2.298659845E2,6.156428456E-1,-7.489981651E-1,1.181591988E0
2.298739647E2,1.069262147E0,-6.291441917E-1,1.085611343E0
2.298819457E2,1.351886630E0,-4.756827354E-1,8.270030022E-1
2.298899260E2,1.408457041E0,-3.726754189E-1,4.417519569E-1
2.298979028E2,1.310219646E0,-3.558492661E-1,1.331758499E-2
2.299058822E2,1.114465714E0,-3.882422447E-1,-4.762830734E-1
2.299138637E2,8.466660976E-1,-4.301867485E-1,-1.014054298E0
2.299218428E2,5.918560624E-1,-5.199909210E-1,-1.379673958E0
2.299298202E2,3.301226199E-1,-6.088333130E-1,-1.535736084E0
2.299378036E2,2.082632631E-1,-6.450715065E-1,-1.490652561E0
2.299457854E2,2.062117159E-1,-6.347451210E-1,-1.343610287E0
2.299537704E2,3.144264519E-1,-6.073765755E-1,-1.146387577E0
2.299617568E2,4.171718061E-1,-6.750869751E-1,-8.969445229E-1
2.299697413E2,4.711522758E-1,-8.063874245E-1,-5.884609222E-1
2.299777265E2,4.513562620E-1,-9.843134880E-1,-2.379617691E-1
2.299857075E2,3.971747458E-1,-1.101311207E0,7.560586929E-2
2.299936865E2,3.528248668E-1,-1.159621716E0,7.662725449E-2
2.300016709E2,3.650836051E-1,-1.143925667E0,-1.688570976E-1
2.300096560E2,3.327102959E-1,-1.100634098E0,-5.282492638E-1
2.300176379E2,3.038384318E-1,-9.863142967E-1,-9.443864822E-1
2.300256215E2,2.693262100E-1,-9.276514053E-1,-1.295298100E0
2.300336028E2,2.582119703E-1,-8.554854393E-1,-1.568692684E0
2.300415832E2,2.423049361E-1,-7.732911110E-1,-1.823322773E0
2.300495638E2,2.029464394E-1,-7.138590813E-1,-2.040770054E0
2.300575437E2,1.207528710E-1,-6.858420372E-1,-2.245918751E0
2.300655244E2,3.315919638E-2,-5.735411644E-1,-2.339000225E0
2.300735026E2,-3.716826439E-3,-4.291458130E-1,-2.344500542E0
2.300814799E2,-5.747165531E-2,-3.005914688E-1,-2.204908848E0
2.300894583E2,-4.964300990E-2,-2.125196457E-1,-2.058373928E0
2.300974394E2,1.906228065E-2,-1.308465004E-1,-1.862373829E0
2.301054195E2,1.632468849E-1,3.401517868E-2,-1.581962109E0
2.301133983E2,1.927040219E-1,1.524000168E-1,-1.250277996E0
2.301213769E2,1.166562513E-1,1.762027740E-1,-8.335580826E-1
2.301293539E2,7.394406199E-2,1.563677788E-1,-4.354310036E-1
2.301373325E2,1.134364158E-1,1.730971336E-1,-1.638841629E-2
2.301453091E2,2.744768858E-1,1.908950806E-1,3.632721901E-1
2.301532889E2,4.748930931E-1,1.521134377E-1,6.031556129E-1
2.301612709E2,6.768093109E-1,1.472263336E-1,7.085652351E-1
2.301692526E2,8.366190195E-1,1.347541809E-1,7.210054398E-1
2.301772344E2,8.919174671E-1,6.642723083E-2,6.839661598E-1
2.301852177E2,8.956009746E-1,6.687641144E-2,3.387789726E-1
2.301931995E2,8.947459459E-1,1.816992760E-1,6.603193283E-2
2.302011850E2,8.497204781E-1,2.679829597E-1,-3.926229477E-2
2.302091707E2,7.466537952E-1,2.827563286E-1,2.277898788E-2
2.302171513E2,6.882919073E-1,2.503013611E-1,9.379529953E-2
2.302251329E2,6.317103505E-1,1.895337105E-1,8.305692673E-2
2.302331140E2,5.325630307E-1,9.524059296E-2,2.928495407E-2
2.302410912E2,4.046561718E-1,4.319667816E-2,3.868007660E-2
2.302490708E2,2.988431156E-1,6.422996521E-4,1.152567863E-1
2.302570506E2,2.046253383E-1,-8.260726929E-3,3.401675224E-1
2.302650354E2,1.930469871E-1,7.409286499E-2,7.323980331E-1
2.302730224E2,2.832736373E-1,2.261648178E-1,1.361484528E0
2.302810043E2,3.852693439E-1,3.372039795E-1,1.830702782E0
2.302889831E2,5.721411705E-1,5.053725243E-1,2.377270699E0
2.302969666E2,8.284573555E-1,7.645959854E-1,2.661271572E0
2.303049485E2,1.229395747E0,9.911150932E-1,2.145909309E0
2.303129305E2,1.713531494E0,1.319637775E0,7.542533875E-1
2.303209160E2,2.082230330E0,1.586303711E0,-5.890765190E-1
2.303289003E2,2.218288660E0,1.694633961E0,-1.591850758E0
2.303368748E2,1.938844204E0,1.485988617E0,-2.469717979E0
2.303448470E2,1.443947554E0,1.120916367E0,-2.842873812E0
2.303528212E2,9.042840004E-1,8.498425484E-1,-2.991028309E0
2.303607954E2,2.355228662E-1,6.181545258E-1,-2.473077774E0
2.303687687E2,-1.059482396E-1,5.019783974E-1,-1.700062275E0
2.303767510E2,-1.531999856E-1,4.633293152E-1,-7.441921234E-1
2.303847281E2,9.732450545E-2,5.337314606E-1,3.836874962E-1
2.303927076E2,6.424716711E-1,6.324048042E-1,2.048778534E0
2.304006791E2,1.465145826E0,5.153288841E-1,4.382262707E0
2.304086540E2,2.136830568E0,2.520241737E-1,6.103753567E0
2.304166306E2,2.595498562E0,-1.284885406E-1,7.049541950E0
2.304246045E2,2.589231491E0,-5.066881180E-1,7.405168056E0
2.304325760E2,2.305117369E0,-6.153116226E-1,7.122579575E0
2.304405476E2,1.763803720E0,-6.278834343E-1,5.867342949E0
2.304485260E2,1.145369291E0,-4.527688026E-1,3.705976486E0
2.304565034E2,7.593048811E-1,-2.349143028E-1,1.870506763E0
2.304644822E2,4.150691628E-1,-1.061177254E-1,2.389206886E-1
2.304724608E2,1.872060001E-1,-1.341242790E-1,-7.713756561E-1
2.304804411E2,1.352352798E-1,-1.886172295E-1,-1.554165840E0
2.304884233E2,1.745730191E-1,-3.048491478E-1,-2.122290134E0
2.304963997E2,2.611522675E-1,-4.431462288E-1,-2.376839161E0
2.305043768E2,3.876899779E-1,-5.750732422E-1,-2.389276505E0
2.305123571E2,5.231217146E-1,-6.999573708E-1,-1.997192383E0
2.305203332E2,7.092071176E-1,-7.916669846E-1,-1.432322979E0
2.305283124E2,9.556193352E-1,-8.225355148E-1,-7.366294861E-1
2.305362949E2,1.181585073E0,-8.143873215E-1,-1.754722595E-1
2.305442765E2,1.320716262E0,-8.021545410E-1,2.334580421E-1
2.305522577E2,1.360032797E0,-8.014383316E-1,5.010180473E-1
2.305602403E2,1.264529228E0,-7.743816376E-1,5.797042847E-1
2.305682191E2,1.076890707E0,-7.367105484E-1,4.086022377E-1
2.305761992E2,8.241498470E-1,-6.539850235E-1,6.808328629E-2
2.305841762E2,6.093447804E-1,-6.361927986E-1,-2.888927460E-1
2.305921564E2,3.828164041E-1,-6.882743835E-1,-6.239585876E-1
2.306001340E2,1.875292361E-1,-7.710556984E-1,-8.566083908E-1
2.306081113E2,4.685950279E-2,-8.169488907E-1,-1.025751114E0
2.306160893E2,2.654168010E-2,-8.447761536E-1,-1.112629414E0
2.306240693E2,1.043396294E-1,-8.448667526E-1,-1.150766373E0
2.306320482E2,2.388448566E-1,-8.650717735E-1,-1.197558880E0
2.306400296E2,4.305620492E-1,-9.434728622E-1,-1.277128696E0
2.306480126E2,6.423815489E-1,-1.008199692E0,-1.312839985E0
2.306559911E2,8.182482719E-1,-1.063697338E0,-1.443814754E0
2.306639684E2,8.235886097E-1,-1.090259075E0,-1.574862480E0
2.306719440E2,7.721439600E-1,-1.126340389E0,-1.667603493E0
2.306799208E2,7.598320246E-1,-1.081163406E0,-1.755319118E0
2.306879014E2,7.725260258E-1,-1.035857201E0,-1.914916515E0
2.306958799E2,7.571997643E-1,-9.704785347E-1,-2.118464947E0
2.307038595E2,7.080368996E-1,-8.501510620E-1,-2.309977055E0
2.307118382E2,7.289201617E-1,-7.271690369E-1,-2.432486057E0
2.307198203E2,7.935656309E-1,-5.572347641E-1,-2.449079514E0
2.307278020E2,8.392401934E-1,-4.652285576E-1,-2.292368889E0
2.307357822E2,8.220787644E-1,-4.233675003E-1,-1.894370556E0
2.307437603E2,8.853532076E-1,-4.433078766E-1,-1.190707207E0
2.307517383E2,1.070622444E0,-4.608001709E-1,-5.613975525E-1
2.307597199E2,1.334009767E0,-4.590816498E-1,-1.570019722E-1
2.307676999E2,1.636261821E0,-3.523225784E-1,-9.187221527E-2
2.307756816E2,1.800129890E0,-2.239913940E-1,-2.586417198E-1
2.307836622E2,1.845113873E0,-3.498411179E-2,-3.803811073E-1
2.307916358E2,1.769989133E0,4.331016541E-2,-4.342184067E-1
2.307996121E2,1.626246333E0,1.714706421E-3,-5.738439560E-1
2.308075904E2,1.445890427E0,-6.784725189E-2,-7.859292030E-1
2.308155685E2,1.298071027E0,-7.845401764E-2,-8.607115746E-1
2.308235474E2,1.142854095E0,-1.724720001E-3,-7.835907936E-1
2.308315285E2,9.698590636E-1,1.439843178E-1,-5.753998756E-1
2.308395078E2,7.990740538E-1,2.886691093E-1,-3.234920502E-1
2.308474847E2,6.167145967E-1,3.600907326E-1,4.900789261E-2
2.308554628E2,6.004407406E-1,3.914980888E-1,5.521359444E-1
2.308634420E2,7.370889783E-1,4.307012558E-1,9.947004318E-1
2.308714177E2,9.481469393E-1,4.793124199E-1,1.313095570E0
2.308793964E2,1.213491678E0,5.616078377E-1,1.647281170E0
2.308873729E2,1.437289119E0,6.742544174E-1,1.970620632E0
2.308953494E2,1.537895083E0,7.393260002E-1,2.174515724E0
2.309033271E2,1.500320554E0,6.904807091E-1,2.277426720E0
2.309113078E2,1.491568208E0,6.515254974E-1,2.466907024E0
2.309192881E2,1.432747483E0,5.595479012E-1,2.537958622E0
2.309272653E2,1.214360476E0,4.973440170E-1,2.230692387E0
2.309352438E2,9.347774982E-1,5.131354332E-1,1.444300175E0
2.309432269E2,6.675140858E-1,6.431875229E-1,5.540542603E-1
2.309512063E2,3.694315851E-1,8.283524513E-1,-5.345053673E-1
2.309591861E2,-2.023035884E-1,9.172043800E-1,-1.786126137E0
2.309671641E2,-7.663124800E-1,9.124650955E-1,-2.289989948E0
2.309751410E2,-1.220260859E0,9.240689278E-1,-2.118111610E0
2.309831211E2,-1.392893910E0,1.173033237E0,-1.889477253E0
2.309911006E2,-1.360506773E0,1.160101414E0,-1.013484955E0
2.309990817E2,-8.753738403E-1,9.557642937E-1,5.213155746E-1
2.310070645E2,-1.399893463E-1,6.688280106E-1,2.205550194E0
2.310150459E2,7.187746167E-1,3.535752296E-1,3.684091091E0
2.310230281E2,1.701785088E0,1.156206131E-1,4.717934608E0
2.310310147E2,2.315210342E0,2.714633942E-3,4.813741684E0
2.310390019E2,2.691703796E0,7.650566101E-2,4.714141369E0
2.310469854E2,2.639941931E0,1.691570282E-1,4.208531380E0
2.310549727E2,2.207197189E0,8.903884888E-2,3.258693218E0
2.310629587E2,1.509408712E0,-1.963100433E-1,1.796491146E0
2.310709467E2,8.468819261E-1,-4.688129425E-1,5.468807220E-1
2.310789349E2,2.610230744E-1,-7.198123932E-1,-3.556833267E-1
2.310869221E2,-3.217903972E-1,-8.900098801E-1,-8.416457176E-1
2.310949108E2,-5.746485591E-1,-8.780121803E-1,-8.354802132E-1
2.311028984E2,-5.503795147E-1,-7.382311821E-1,-5.794787407E-1
2.311108912E2,-2.288543582E-1,-5.361881256E-1,-7.464122772E-2
2.311188818E2,2.165747136E-1,-3.847274780E-1,3.373613358E-1
2.311268735E2,6.893633604E-1,-2.430701256E-1,5.920634270E-1
2.311348633E2,9.920448661E-1,-1.450333595E-1,6.515173912E-1
2.311428535E2,1.101888657E0,-1.531348228E-1,4.202127457E-1
2.311508443E2,9.817106724E-1,-2.611474991E-1,-6.030750275E-2
2.311588390E2,7.057095170E-1,-4.470205307E-1,-6.208195686E-1
2.311668288E2,3.976046443E-1,-5.987539291E-1,-1.124485970E0
2.311748203E2,1.926071346E-1,-6.626257896E-1,-1.462327480E0
2.311828100E2,1.139011011E-1,-6.845641136E-1,-1.717890739E0
2.311907974E2,1.234869733E-1,-6.289587021E-1,-1.826443195E0
2.311987783E2,2.037529349E-1,-5.768041611E-1,-1.769239426E0
2.312067611E2,2.736902237E-1,-5.090909004E-1,-1.541299343E0
2.312147420E2,3.479422331E-1,-3.976812363E-1,-1.161036968E0
2.312227239E2,3.595702648E-1,-2.828025818E-1,-7.938814163E-1
2.312307066E2,3.649604023E-1,-1.561808586E-1,-4.670972824E-1
2.312386896E2,3.376135826E-1,-1.198539734E-1,-2.126154900E-1
2.312466720E2,2.562744319E-1,-1.515612602E-1,8.146190643E-2
2.312546532E2,1.575263143E-1,-2.638888359E-1,4.133806229E-1
2.312626348E2,8.938041329E-2,-4.059205055E-1,6.555833817E-1
2.312706166E2,4.681260511E-2,-5.736155510E-1,6.459274292E-1
2.312785982E2,4.357976466E-2,-7.489709854E-1,5.722627640E-1
2.312865821E2,2.269244939E-2,-8.690137863E-1,4.003186226E-1
2.312945648E2,6.126753986E-2,-9.148712158E-1,6.818675995E-2
2.313025549E2,1.213629693E-1,-9.177703857E-1,-2.731981277E-1
2.313105485E2,2.037031054E-1,-9.004964828E-1,-6.249332428E-1
2.313185395E2,3.093516231E-1,-8.959579468E-1,-1.068997860E0
2.313265346E2,3.381989598E-1,-9.206728935E-1,-1.469218254E0
2.313345287E2,3.673826754E-1,-9.204463959E-1,-1.841557026E0
2.313425213E2,3.434224129E-1,-8.172912598E-1,-2.192311287E0
2.313505126E2,3.432910144E-1,-7.111377716E-1,-2.359400749E0
2.313585041E2,3.623929024E-1,-5.388898849E-1,-2.506580830E0
2.313664986E2,3.971565962E-1,-3.532285690E-1,-2.557301521E0
2.313744887E2,3.572564125E-1,-2.256870270E-1,-2.487951756E0
2.313824749E2,2.284719199E-1,-1.513504982E-1,-2.308314800E0
2.313904640E2,1.018929780E-1,-1.309499741E-1,-2.108561039E0
2.313984486E2,-3.670782968E-2,-1.404485703E-1,-1.807396412E0
2.314064330E2,-1.060603261E-1,-1.568474770E-1,-1.552218437E0
2.314144182E2,-1.205667034E-1,-1.610851288E-1,-1.285459995E0
2.314224023E2,-2.788549289E-2,-9.582519531E-2,-9.925699234E-1
2.314303890E2,9.053323418E-2,-2.433061600E-2,-6.868057251E-1
2.314383783E2,1.879405975E-1,1.388788223E-2,-4.003586769E-1
2.314463651E2,2.435682267E-1,3.193330765E-2,-2.372369766E-1
2.314543559E2,2.553619742E-1,9.653139114E-2,-1.396651268E-1
2.314623459E2,1.436171830E-1,1.738004684E-1,4.111480713E-2
2.314703343E2,1.244228333E-2,2.196950912E-1,3.300151825E-1
2.314783217E2,-4.614289105E-2,2.470412254E-1,6.855435371E-1
2.314863084E2,-1.267959923E-2,2.838683128E-1,9.695739746E-1
2.314942975E2,1.053511575E-1,3.359761238E-1,1.157112122E0
2.315022883E2,2.744362354E-1,3.684139252E-1,1.225778103E0
2.315102789E2,5.289385319E-1,4.344029427E-1,1.294746399E0
2.315182681E2,6.641671062E-1,4.773879051E-1,1.315246105E0
2.315262612E2,7.486565709E-1,4.883041382E-1,1.305963993E0
2.315342532E2,7.781022191E-1,5.312871933E-1,1.288865089E0
2.315422434E2,8.237522244E-1,5.981898308E-1,1.262405396E0
2.315502357E2,8.551934361E-1,6.700472832E-1,1.312566280E0
2.315582273E2,8.081710935E-1,7.421922684E-1,1.482312679E0
2.315662167E2,7.534093857E-1,8.745336533E-1,1.970569611E0
2.315742051E2,7.738374472E-1,1.155884266E0,2.133421898E0
2.315821916E2,8.487867117E-1,1.512357235E0,1.767457485E0
2.315901795E2,1.022419453E0,1.863840103E0,3.207511902E-1
2.315981671E2,1.139217615E0,1.843424320E0,-9.691929817E-1
2.316061573E2,1.265570045E0,1.692471027E0,-1.856599808E0
2.316141458E2,1.153577209E0,1.518884659E0,-2.071875095E0
2.316221342E2,9.887607098E-1,1.390538216E0,-1.826947689E0
2.316301215E2,8.178098798E-1,1.103721142E0,-1.258617878E0
2.316381036E2,8.435125947E-1,7.192835808E-1,-5.902104378E-1
2.316460901E2,1.044947505E0,3.624677658E-1,2.877912521E-1
2.316540795E2,1.531670570E0,3.012814522E-1,1.380782604E0
2.316620660E2,1.960278392E0,3.621554375E-1,2.202987194E0
2.316700517E2,2.225247145E0,3.481831551E-1,2.885363102E0
2.316780411E2,2.259240866E0,2.692914009E-1,3.389811039E0
2.316860258E2,2.055662870E0,8.784246445E-2,3.696747303E0
2.316940124E2,1.650570273E0,-2.876825333E-1,3.687067032E0
2.317020003E2,1.256995082E0,-5.887498856E-1,3.355144978E0
2.317099856E2,9.684364796E-1,-8.242945671E-1,2.762222767E0
2.317179718E2,8.453142643E-1,-9.117937088E-1,1.973949432E0
2.317259557E2,8.319199085E-1,-8.705577850E-1,1.291828156E0
2.317339409E2,7.671488523E-1,-7.746472359E-1,4.977102280E-1
2.317419292E2,6.728894711E-1,-6.421728134E-1,-1.416592598E-1
2.317499165E2,5.529682636E-1,-4.942884445E-1,-6.915822029E-1
2.317579034E2,4.506736994E-1,-4.007225037E-1,-1.130370140E0
2.317658916E2,3.182186782E-1,-4.191541672E-1,-1.266194344E0
2.317738807E2,2.761500478E-1,-5.609068871E-1,-1.154533863E0
2.317818718E2,3.364978731E-1,-6.933312416E-1,-8.942308426E-1
2.317898616E2,4.374198020E-1,-7.802371979E-1,-5.787215233E-1
2.317978493E2,6.014543176E-1,-8.281760216E-1,-2.779893875E-1
2.318058384E2,6.400524974E-1,-8.385620117E-1,9.380817413E-3
2.318138269E2,6.476541758E-1,-8.899574280E-1,3.188152313E-1
2.318218140E2,7.056523561E-1,-8.792843819E-1,6.908626556E-1
2.318298032E2,7.918250561E-1,-8.596415520E-1,8.529834747E-1
2.318377902E2,9.054855108E-1,-8.235507011E-1,8.646678925E-1
