"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.969782662E0,3.573152423E-2,-3.226852417E-2,-1.532897949E-1
2.977770396E0,9.906185418E-2,-1.370000839E-2,-2.295141220E-1
2.985756881E0,1.289287210E-1,1.037073135E-2,-2.199954987E-1
2.993747076E0,1.255515069E-1,2.515077591E-2,-2.058610916E-1
3.001731725E0,1.267377883E-1,7.476329803E-3,-2.211332321E-1
3.009717857E0,1.421739906E-1,1.456594467E-2,-1.411542892E-1
3.017705045E0,1.332131177E-1,1.766157150E-2,-1.430864334E-1
3.025692740E0,9.562193602E-2,-2.747058868E-3,-6.867599487E-2
3.033681373E0,7.259206474E-2,-1.343917847E-2,5.654335022E-3
3.041672076E0,6.812354922E-2,1.373863220E-2,7.545948029E-2
3.049662935E0,4.925766587E-2,1.633453369E-2,1.791839600E-1
3.057646959E0,3.441460431E-2,-1.257896423E-3,2.260808945E-1
3.065629732E0,7.194250822E-2,1.333332062E-2,3.695735931E-1
3.073616725E0,1.285762638E-1,3.579139709E-2,3.321771622E-1
3.081607193E0,1.524060369E-1,4.230880737E-2,1.808633804E-1
3.089595084E0,1.764829457E-1,4.354095459E-2,4.423046112E-2
3.097580357E0,1.428659260E-1,4.922294617E-2,-4.430580139E-2
3.105568639E0,4.751740396E-2,3.676033020E-2,-1.382541656E-1
3.113556607E0,3.319047391E-2,2.101564407E-2,-1.804819107E-1
3.121542896E0,1.824249327E-2,-1.681423187E-2,-1.233301163E-1
3.129532076E0,7.042013109E-2,8.449077606E-3,-2.840614319E-2
3.137518756E0,1.375894547E-1,5.767154694E-2,1.864147186E-2
3.145503404E0,1.471937150E-1,4.869413376E-2,8.530235291E-2
3.153489615E0,1.799669862E-1,4.759502411E-2,1.290731430E-1
3.161477428E0,1.877722591E-1,2.097606659E-2,1.115627289E-1
3.169460631E0,1.567902565E-1,-5.066156387E-2,1.144084930E-1
3.177443521E0,1.545990258E-1,-2.790260315E-2,9.897136688E-2
3.185423873E0,1.527805775E-1,-4.420089722E-2,-1.174736023E-2
3.193405670E0,1.177493036E-1,-7.550716400E-3,-8.910560608E-2
3.201388678E0,9.745938331E-2,-3.159046173E-3,-1.097908020E-1
3.209374615E0,1.252647936E-1,-1.956272125E-2,-1.707668304E-1
3.217357779E0,1.104364917E-1,-1.948070526E-2,-1.373071671E-1
3.225342310E0,9.655190259E-2,-1.765108109E-2,-9.536170959E-2
3.233335553E0,1.033304632E-1,2.375507355E-2,-1.738996506E-1
3.241326334E0,7.250264287E-2,-2.992963791E-2,-1.810197830E-1
3.249320904E0,7.958412170E-3,-8.372497559E-2,-1.832857132E-1
3.257312076E0,4.353007674E-2,-4.614019394E-2,-2.672157288E-1
3.265303170E0,1.169172376E-1,-3.226327896E-2,-1.501817703E-1
3.273287896E0,1.575207710E-1,-1.426935196E-2,-2.792263031E-2
3.281266451E0,1.734453291E-1,-2.115726471E-3,-7.739543915E-2
3.289248053E0,1.007696688E-1,-5.351400375E-2,-5.427169800E-2
3.297229967E0,-2.718830109E-2,-1.207199097E-1,-8.296871185E-2
3.305213365E0,-1.249970943E-1,-1.943035126E-1,-7.242584229E-2
3.313191998E0,-1.217535734E-1,-2.503261566E-1,-8.011150360E-2
3.321174068E0,-8.274535835E-2,-2.301983833E-1,-3.007030487E-2
3.329155357E0,-7.099412382E-2,-2.194490433E-1,1.204519272E-1
3.337144889E0,6.232172251E-3,-2.317109108E-1,5.018520355E-2
3.345132623E0,5.711377785E-2,-3.134703636E-1,-4.545021057E-2
3.353116139E0,7.834230363E-2,-3.495230675E-1,9.674072266E-2
3.361094420E0,1.687124521E-1,-3.162455559E-1,-1.311903000E-1
3.369075982E0,2.992076874E-1,-1.476106644E-1,-3.503904343E-1
3.377055943E0,3.662855625E-1,3.575897217E-2,-2.154836655E-1
3.385038053E0,3.814173341E-1,7.525920868E-2,-6.605815887E-2
3.393020396E0,2.823444009E-1,-1.486968994E-1,3.076839447E-2
3.401000318E0,-7.053995878E-2,-6.582560539E-1,2.598381042E-2
3.408985709E0,-1.857017279E-1,-3.532586098E-1,6.879615784E-2
3.416970045E0,-2.461388111E-1,-1.313557625E-1,2.650642395E-2
3.424951217E0,-2.444717586E-1,-1.839518547E-1,-1.249427795E-1
3.432929498E0,-1.446805745E-1,-2.754898071E-1,-3.334808350E-1
3.440910162E0,-3.897561878E-2,-3.150525093E-1,-3.836088181E-1
3.448890435E0,-1.685611904E-3,-2.592625618E-1,-3.137769699E-1
3.456869576E0,7.223814726E-3,-1.654195786E-1,-2.725095749E-1
3.464847389E0,6.718203425E-3,-1.186652184E-1,-2.604570389E-1
3.472830592E0,3.024607897E-3,-1.136231422E-1,-2.252988815E-1
3.480808834E0,8.034259081E-4,-1.164588928E-1,-2.342710495E-1
3.488785201E0,-1.955123246E-2,-7.877254486E-2,-2.014923096E-1
3.496766178E0,-6.165243685E-3,-4.463195801E-2,-1.598834991E-1
3.504747428E0,3.929477930E-2,3.809547424E-2,-3.729724884E-2
3.512732154E0,7.370441407E-2,4.397773743E-2,1.620550156E-1
3.520713521E0,1.413479149E-1,6.783819199E-2,3.765048981E-1
3.528697623E0,1.710626781E-1,5.618333817E-2,4.485359192E-1
3.536682896E0,2.199531049E-1,8.066368103E-2,4.548568726E-1
3.544663639E0,2.591995001E-1,1.230292320E-1,3.997020721E-1
3.552646060E0,2.843126059E-1,1.215648651E-1,3.450002670E-1
3.560628482E0,2.759909332E-1,1.099076271E-1,3.529205322E-1
3.568603873E0,3.346092701E-1,1.267747879E-1,2.604150772E-1
3.576583248E0,3.789126575E-1,1.721940041E-1,1.775922775E-1
3.584565357E0,4.000637233E-1,2.035727501E-1,1.281023026E-1
3.592543873E0,4.065706134E-1,1.775884628E-1,4.503154755E-2
3.600523639E0,3.931441605E-1,1.801605225E-1,3.868007660E-2
3.608502154E0,3.739666045E-1,2.342414856E-1,-1.963615417E-2
3.616474185E0,3.095991910E-1,2.198543549E-1,4.305839539E-3
3.624449693E0,2.949456573E-1,1.985096931E-1,6.787490845E-2
3.632429029E0,3.163132966E-1,1.558570862E-1,1.471233368E-1
3.640408795E0,3.845829666E-1,1.787562370E-1,2.081375122E-1
3.648385201E0,4.517866075E-1,1.720080376E-1,2.649526596E-1
3.656365201E0,4.957339168E-1,1.835083961E-1,3.893814087E-1
3.664343600E0,5.309153795E-1,1.895136833E-1,3.466711044E-1
3.672327389E0,5.661013126E-1,2.287287712E-1,2.610826492E-1
3.680309498E0,5.546041727E-1,2.862658501E-1,1.425056458E-1
3.688295865E0,4.862771034E-1,3.046779633E-1,-1.000499725E-1
3.696282467E0,4.270651639E-1,3.036274910E-1,-2.801256180E-1
3.704266920E0,4.483956397E-1,2.970294952E-1,-3.447656631E-1
3.712253600E0,4.391312599E-1,3.180556297E-1,-4.565334320E-1
3.720236529E0,4.429499805E-1,3.333225250E-1,-4.574909210E-1
3.728217154E0,4.682815075E-1,3.820676804E-1,-1.663198471E-1
3.736198365E0,5.306305885E-1,3.163137436E-1,-9.091663361E-2
3.744179771E0,5.514147282E-1,2.466459274E-1,-4.957580566E-2
3.752158287E0,4.298000932E-1,2.259864807E-1,1.500415802E-2
3.760138912E0,2.037457675E-1,2.005329132E-1,-6.597518921E-3
3.768118404E0,-3.109291196E-2,8.393001556E-2,-1.190700531E-1
3.776099693E0,-2.153574526E-1,-5.488395691E-2,-2.374715805E-1
3.784080904E0,-3.313648701E-1,-1.670484543E-1,-2.570533752E-1
3.792059107E0,-3.456681371E-1,-2.239432335E-1,-1.969041824E-1
3.800038717E0,-3.460511565E-1,-2.456836700E-1,-1.808815002E-1
3.808019029E0,-3.088718951E-1,-2.511482239E-1,-2.091541290E-1
3.815998014E0,-2.192765325E-1,-2.837805748E-1,-1.426448822E-1
3.823979068E0,-1.566503942E-1,-2.961134911E-1,-2.975463867E-4
3.831957076E0,-8.195990324E-2,-2.692713737E-1,1.214981079E-2
3.839933287E0,-1.488061249E-2,-2.034101486E-1,1.931095123E-2
3.847909967E0,-1.336976886E-2,-1.800298691E-1,5.478000641E-2
3.855886646E0,-7.299042493E-2,-2.045931816E-1,6.633186340E-2
3.863863482E0,-8.972440660E-2,-2.340354919E-1,6.358337402E-2
3.871841295E0,-1.540574729E-1,-2.597889900E-1,5.675125122E-2
3.879819381E0,-2.242171913E-1,-2.625918388E-1,-1.218080521E-1
3.887795982E0,-3.409487009E-1,-2.994394302E-1,-2.185592651E-1
3.895769068E0,-4.170825183E-1,-3.363838196E-1,-2.864694595E-1
3.903746412E0,-4.402370453E-1,-3.527684212E-1,-2.882347107E-1
3.911727545E0,-4.234734178E-1,-3.430285454E-1,-3.297138214E-1
3.919708560E0,-3.239984512E-1,-2.930278778E-1,-2.240037918E-1
3.927684810E0,-2.377804518E-1,-2.273850441E-1,-7.122421265E-2
3.935665748E0,-1.360309571E-1,-2.084150314E-1,1.382551193E-1
3.943641920E0,-7.104469091E-2,-1.847758293E-1,2.759733200E-1
3.951630943E0,-9.759411216E-2,-2.372646332E-1,-8.936595917E-2
3.959592428E0,-2.244776040E-1,-1.581263542E-1,-1.260441780E0
3.967567271E0,-2.318614274E-1,-5.731201172E-2,-5.847272873E-1
3.975540982E0,-1.364819109E-1,-8.144330978E-2,3.372287750E-2
3.983515240E0,2.387012541E-2,-1.253104210E-1,1.257991791E-1
3.991494537E0,1.356822848E-1,-1.547393799E-1,3.902587891E-1
3.999473560E0,1.698077023E-1,-7.717561722E-2,6.279573441E-1
4.007448795E0,2.236524075E-1,4.429817200E-2,8.249959946E-1
4.015425592E0,2.253855169E-1,1.366281509E-1,9.725351334E-1
4.023401256E0,1.887787879E-1,2.236938477E-1,1.123286247E0
4.031380435E0,1.221083850E-1,2.199230194E-1,1.042263985E0
4.039361764E0,3.412044793E-2,1.315813065E-1,7.554683685E-1
4.047344693E0,-2.475173026E-2,-9.739685059E-2,2.639589310E-1
4.055326490E0,-4.435557127E-2,-4.751777649E-2,-1.228113174E-1
4.063309146E0,-1.026904210E-1,1.302580833E-1,-2.626447678E-1
4.071295240E0,-9.605740011E-2,2.413492203E-1,-3.913145065E-1
4.079281256E0,-2.302914113E-2,2.866559029E-1,-4.376058578E-1
4.087264225E0,1.410084516E-1,2.332534790E-1,-4.593601227E-1
4.095246451E0,2.508503497E-1,1.841583252E-1,-3.401689529E-1
4.103227779E0,2.625432611E-1,1.566348076E-1,-1.123476028E-1
4.111209615E0,1.886216998E-1,1.524572372E-1,1.302452087E-1
4.119192623E0,1.623356193E-1,1.463661194E-1,2.878618240E-1
4.127174225E0,9.678952396E-2,1.215310097E-1,4.099025726E-1
4.135157701E0,4.365297034E-2,5.867147446E-2,4.485483170E-1
4.143143756E0,1.146525145E-2,-2.374744415E-2,3.659191132E-1
4.151127975E0,-6.301964074E-2,-7.203435898E-2,2.092790604E-1
4.159109732E0,-9.283142537E-2,-1.131181717E-1,1.211738586E-1
4.167089732E0,-9.116773307E-2,-1.171236038E-1,2.429008484E-2
4.175071334E0,-1.793576218E-2,-7.733345032E-2,-2.990245819E-2
4.183051217E0,2.710062638E-2,-2.181720734E-2,-1.136531830E-1
4.191028678E0,8.767755330E-2,-1.147174835E-2,-1.943073273E-1
4.199009654E0,1.261756271E-1,-1.226997375E-2,-2.865571976E-1
4.206990006E0,1.283424497E-1,-9.804248810E-3,-4.191780090E-1
4.214971959E0,1.370477378E-1,2.967643738E-2,-5.013322830E-1
4.222951568E0,1.464313567E-1,5.256748199E-2,-4.701824188E-1
4.230931881E0,1.753580272E-1,2.451944351E-2,-3.970203400E-1
4.238916490E0,2.135093361E-1,-1.203870773E-2,-2.957868576E-1
4.246900045E0,2.308782637E-1,-5.397415161E-2,-1.702337265E-1
4.254882389E0,2.411198020E-1,-8.342838287E-2,-5.186080933E-3
4.262863560E0,2.122001499E-1,-1.291713715E-1,5.572605133E-2
4.270842818E0,2.203973383E-1,-1.333680153E-1,4.577922821E-2
4.278826021E0,2.366900146E-1,-1.196966171E-1,3.664207458E-2
4.286811959E0,1.952719688E-1,-1.259980202E-1,1.046285629E-1
4.294800475E0,1.539618969E-1,-1.854815483E-1,1.011123657E-1
4.302782779E0,1.321164221E-1,-2.066287994E-1,1.358861923E-1
4.310765592E0,1.632990539E-1,-1.605205536E-1,1.609487534E-1
4.318748912E0,1.713384241E-1,-1.095614433E-1,1.763925552E-1
4.326734225E0,1.610862017E-1,-9.633684158E-2,1.914739609E-1
4.334717310E0,1.753406376E-1,-1.067147255E-1,2.302818298E-1
4.342704967E0,1.336615980E-1,-1.043314934E-1,3.054161072E-1
4.350687310E0,6.058014184E-2,-1.207513809E-1,2.989187241E-1
4.358671920E0,2.982378006E-3,-1.180543900E-1,1.248483658E-1
4.366656998E0,-1.596066356E-2,-7.760524750E-2,6.604385376E-2
4.374640787E0,-8.355733007E-4,-2.385139465E-2,2.705955505E-2
4.382626334E0,5.271218717E-2,-2.810716629E-2,-8.819961548E-2
4.390610631E0,9.267624468E-2,-3.312683105E-2,-1.598873138E-1
4.398597584E0,1.135027558E-1,-1.959133148E-2,-1.976804733E-1
4.406583756E0,1.016407609E-1,-6.213665009E-3,-2.976274490E-1
4.414567506E0,9.930267930E-2,2.650260925E-3,-3.546485901E-1
4.422550982E0,9.599938989E-2,3.605556488E-2,-4.024629593E-1
4.430532818E0,1.103907526E-1,7.432222366E-2,-3.354024887E-1
4.438517389E0,1.428187191E-1,8.411931992E-2,-1.966724396E-1
4.446501256E0,1.799118966E-1,9.354639053E-2,-1.295375824E-1
4.454479850E0,1.643729657E-1,1.083717346E-1,-1.729173660E-1
4.462462154E0,1.393111497E-1,1.333441734E-1,-2.453861237E-1
4.470446334E0,6.131137908E-2,1.212792397E-1,-2.755527496E-1
4.478435865E0,-8.929141611E-2,7.283687592E-2,-3.260707855E-1
4.486422232E0,-2.314974070E-1,-2.564048767E-2,-2.872514725E-1
4.494407389E0,-2.499387860E-1,-8.863496780E-2,-2.687892914E-1
4.502393404E0,-1.583959460E-1,-7.422590256E-2,-2.795362473E-1
4.510378326E0,-6.261339784E-2,-7.305717468E-2,-1.520910263E-1
4.518364107E0,1.912263408E-2,-5.208730698E-2,4.679679871E-2
4.526350084E0,6.852190197E-2,-5.038690567E-2,1.308546066E-1
4.534338600E0,1.326524168E-1,-1.064214706E-1,1.767902374E-1
4.542325279E0,1.970816255E-1,-1.299452782E-1,2.233619690E-1
4.550310748E0,2.050134689E-1,-7.420063019E-3,5.108232498E-1
4.558296021E0,2.910014391E-1,-4.152774811E-2,6.183967590E-1
4.566276412E0,3.436066508E-1,-1.120648384E-1,5.840930939E-1
4.574261021E0,3.708658516E-1,-9.915351868E-2,5.275287628E-1
4.582242857E0,3.637190461E-1,-6.899833679E-3,4.865932465E-1
4.590226373E0,3.048221767E-1,7.356405258E-2,3.608140945E-1
4.598209928E0,2.366846204E-1,3.797912598E-2,1.686887741E-1
4.606192935E0,1.725702882E-1,1.867771149E-2,8.843421936E-2
4.614170592E0,1.317225844E-1,2.816438675E-2,4.168605804E-2
4.622151959E0,1.097979099E-1,6.233167648E-2,1.844120026E-2
4.630133443E0,1.927880347E-1,1.064901352E-1,-5.044937134E-3
4.638120865E0,2.379771471E-1,1.661405563E-1,-9.146785736E-2
4.646102467E0,3.063920736E-1,1.790556908E-1,-1.594371796E-1
4.654083912E0,3.553644717E-1,1.689157486E-1,-9.387016296E-2
4.662064850E0,4.381900430E-1,1.931161880E-1,-1.150054932E-1
4.670042975E0,4.982568622E-1,1.850767136E-1,-1.752462387E-1
4.678023209E0,5.112399459E-1,1.643490791E-1,-2.221717834E-1
4.686004420E0,4.968180656E-1,1.256957054E-1,-1.788835526E-1
4.693988053E0,4.691786170E-1,5.891418457E-2,-1.311836243E-1
4.701970162E0,3.655094504E-1,-1.187038422E-2,-1.893167496E-1
4.709951490E0,2.472613901E-1,-4.457998276E-2,-1.515321732E-1
4.717931998E0,1.609754413E-1,-5.385684967E-2,-1.325759888E-1
4.725914342E0,1.547548026E-1,-8.781766891E-2,-9.399986267E-2
4.733897857E0,1.758677363E-1,-7.495403290E-2,-3.081703186E-2
4.741881568E0,2.392402738E-1,-6.847286224E-2,-1.931381226E-2
4.749868326E0,2.636686265E-1,-5.819225311E-2,5.984973907E-2
4.757851646E0,2.502246201E-1,-8.209037781E-2,9.155654907E-2
4.765833678E0,1.869938225E-1,-1.100602150E-1,1.747226715E-2
4.773816021E0,9.769421071E-2,-1.231298447E-1,-6.173419952E-2
4.781800748E0,-7.811112329E-3,-1.496148109E-1,-1.750621796E-1
4.789782857E0,-1.113360748E-1,-1.940426826E-1,-2.700033188E-1
4.797765123E0,-1.946228445E-1,-2.282428741E-1,-2.935247421E-1
4.805747389E0,-2.399102896E-1,-2.231411934E-1,-2.889413834E-1
4.813731725E0,-2.333829403E-1,-1.837387085E-1,-3.758220673E-1
4.821710709E0,-1.940757483E-1,-1.429214478E-1,-4.875288010E-1
4.829690435E0,-1.364819258E-1,-1.091699600E-1,-5.577096939E-1
4.837671060E0,-1.375743896E-1,-9.747838974E-2,-4.854068756E-1
4.845650865E0,-1.288761199E-1,-9.933948517E-2,-3.465595245E-1
4.853634771E0,-1.089877635E-1,-1.056303978E-1,-1.600503922E-1
4.861621217E0,-8.762041479E-2,-1.173663139E-1,-1.215658188E-1
4.869605279E0,-1.132946610E-1,-1.341953278E-1,-1.786499023E-1
4.877589185E0,-1.345370710E-1,-1.227717400E-1,-1.588182449E-1
4.885572428E0,-1.810338795E-1,-1.023077965E-1,-1.721601486E-1
4.893550592E0,-2.334016412E-1,-9.660816193E-2,-1.325798035E-1
4.901529264E0,-2.391150445E-1,-1.052341461E-1,-4.992103577E-2
4.909510435E0,-2.268573344E-1,-9.881067276E-2,9.936714172E-2
4.917491178E0,-1.945759505E-1,-1.016821861E-1,3.298835754E-1
4.925472350E0,-1.173341498E-1,-1.192932129E-1,5.702133179E-1
4.933451256E0,-5.679857731E-2,-1.753163338E-1,7.339963913E-1
4.941427271E0,-5.090381950E-2,-1.690406799E-1,7.588939667E-1
4.949403443E0,1.797406003E-5,-6.251001358E-2,6.451215744E-1
4.957380279E0,-5.837970600E-2,-3.791522980E-2,4.933805466E-1
4.965355592E0,-1.221548468E-1,-2.346515656E-2,3.898792267E-1
4.973333014E0,-1.580420136E-1,-5.273628235E-2,3.729581833E-1
4.981309732E0,-1.416910291E-1,-7.298564911E-2,3.037109375E-1
4.989284615E0,-8.869344741E-2,-9.407186508E-2,2.205991745E-1
4.997263287E0,-6.072466820E-2,-1.202197075E-1,1.376523972E-1
5.005247154E0,-3.817366064E-2,-1.510486603E-1,1.312570572E-1
5.013229225E0,2.813873813E-2,-1.394367218E-1,1.348381042E-1
5.021208092E0,1.037405059E-1,-8.056783676E-2,6.218814850E-2
5.029192740E0,1.822315753E-1,-1.286840439E-2,1.391696930E-2
5.037174693E0,2.401531637E-1,1.136779785E-2,5.683803558E-2
5.045153873E0,3.270489275E-1,1.096916199E-2,4.271888733E-2
5.053132310E0,4.667204022E-1,5.827760696E-2,-6.706237793E-2
5.061112584E0,5.631363988E-1,1.870403290E-1,-2.008152008E-1
5.069092389E0,5.661941767E-1,2.442440987E-1,-4.113636017E-1
5.077074889E0,5.197141767E-1,2.483696938E-1,-4.636583328E-1
5.085050826E0,4.400330782E-1,1.712141037E-1,-6.070022583E-1
5.093029029E0,3.884003162E-1,9.026050568E-2,-6.216592789E-1
5.101003717E0,3.399868906E-1,3.415012360E-2,-5.171623230E-1
5.108983326E0,2.519289255E-1,-6.879854202E-2,-2.600660324E-1
5.116962623E0,2.206722051E-1,-1.093792915E-1,-3.655529022E-2
5.124943365E0,1.978923827E-1,-1.219582558E-1,2.209167480E-1
5.132928912E0,1.884149462E-1,-1.112513542E-1,3.878087997E-1
5.140915592E0,1.448977143E-1,-1.020951271E-1,4.694576263E-1
5.148897818E0,1.113485023E-1,-9.470510483E-2,4.181070328E-1
5.156876725E0,1.359115690E-1,-7.420110703E-2,3.962554932E-1
5.164858092E0,1.572214812E-1,-5.890703201E-2,2.357997894E-1
5.172837623E0,1.999237388E-1,-6.233072281E-2,7.986736298E-2
5.180813443E0,2.299740165E-1,-4.509735107E-2,4.428863525E-3
5.188792037E0,1.753517538E-1,-3.022670746E-2,-5.811882019E-2
5.196772389E0,8.374562860E-2,-5.199575424E-2,-6.421852112E-2
5.204750787E0,-2.167158574E-2,-7.338047028E-2,4.915904999E-2
5.212724928E0,-1.265251637E-1,-1.472949982E-1,9.062004089E-2
5.220705982E0,-7.224427164E-2,-8.755970001E-2,8.924007416E-2
5.228686334E0,-6.565423310E-2,-6.621646881E-2,1.720428467E-3
5.236663912E0,-5.011106282E-2,-7.402801514E-2,-3.765487671E-2
5.244644928E0,-2.663955092E-4,-3.880167007E-2,4.404067993E-3
5.252622896E0,6.113572791E-2,1.594972610E-2,-1.548786163E-1
5.260600865E0,6.130100787E-2,4.463195801E-3,-2.619705200E-1
5.268580631E0,4.210808128E-2,-4.002952576E-2,-1.778297424E-1
5.276559810E0,9.588658065E-2,-3.196239471E-3,7.874393463E-2
5.284543092E0,8.967647702E-2,-2.100944519E-3,2.265224457E-1
5.292521295E0,5.087736994E-2,-1.689910889E-2,1.501703262E-1
5.300502935E0,-8.155101910E-3,-1.889085770E-2,-6.639480591E-3
5.308482896E0,-4.479571432E-2,1.185417175E-2,-8.636188507E-2
5.316457310E0,-6.476005912E-2,7.083797455E-2,-1.610002518E-1
5.324435865E0,-7.181947678E-2,7.781553268E-2,-1.450595856E-1
5.332416451E0,-1.733589545E-2,4.790496826E-2,-1.299762726E-1
5.340398600E0,6.601209939E-2,5.769109726E-2,-1.731920242E-1
5.348381685E0,1.118469536E-1,6.008863449E-2,-2.272968292E-1
5.356361881E0,1.390602440E-1,4.037857056E-2,-1.963109970E-1
5.364343678E0,1.532362103E-1,-2.177190781E-2,-8.430576324E-2
5.372327701E0,1.733310521E-1,-5.048990250E-2,-6.321334839E-2
5.380309107E0,1.633857042E-1,-7.432126999E-2,-1.235828400E-1
5.388292232E0,1.603533626E-1,-6.513500214E-2,-6.395626068E-2
5.396271998E0,1.023925990E-1,-8.090686798E-2,-8.522987366E-3
5.404253873E0,9.495396912E-2,-1.130528450E-1,1.678113937E-1
5.412235279E0,9.630100429E-2,-1.224255562E-1,2.873792648E-1
5.420213482E0,1.036867350E-1,-1.560182571E-1,3.496618271E-1
5.428193521E0,1.036273986E-1,-9.010362625E-2,2.306213379E-1
5.436168600E0,9.541121125E-2,-7.684183121E-2,1.211557388E-1
5.444146100E0,1.245316565E-1,-3.967523575E-2,4.522800446E-2
5.452125748E0,1.080580801E-1,-3.653860092E-2,2.225875854E-2
5.460105162E0,9.951134771E-2,-6.312847137E-2,1.818437576E-1
5.468079810E0,6.776142865E-2,-9.062862396E-2,2.557859421E-1
5.476054654E0,6.489215791E-2,-7.526826859E-2,2.101631165E-1
5.484030748E0,5.743935704E-2,-6.019067764E-2,2.173891068E-1
5.492010045E0,1.823065430E-2,7.664203644E-3,1.479454041E-1
5.499989420E0,-4.455488920E-2,-1.046895981E-2,7.359600067E-2
5.507964303E0,-5.009966716E-2,-2.829456329E-2,7.567691803E-2
5.515942310E0,-3.515899554E-2,-1.230478287E-2,-4.212284088E-2
5.523921490E0,9.280748665E-3,2.859401703E-2,-2.802143097E-1
5.531896842E0,-4.140313715E-3,5.272197723E-2,-3.234186172E-1
5.539878834E0,-1.157177985E-2,4.626369476E-2,-3.396558762E-1
5.547858326E0,2.668283880E-2,6.008768082E-2,-1.506567001E-1
5.555833912E0,9.203866869E-2,7.836961746E-2,2.317428589E-4
5.563809381E0,1.413280368E-1,7.501983643E-2,2.866802216E-1
5.571783404E0,1.294884086E-1,5.329942703E-2,3.935832977E-1
5.579760357E0,2.003701627E-1,7.713460922E-2,2.385330200E-1
5.587740123E0,2.144499719E-1,7.585906982E-2,-2.593040466E-2
5.595721490E0,2.135939449E-1,9.852647781E-2,-2.425069809E-1
5.603700201E0,1.739104688E-1,7.104539871E-2,-3.552637100E-1
5.611680396E0,7.323504239E-2,9.325075150E-2,-3.972702026E-1
5.619660006E0,-4.286649823E-2,7.446146011E-2,-4.453449249E-1
5.627657076E0,-1.135255471E-1,3.375339508E-2,-2.648239136E-1
5.635625084E0,-9.363164008E-2,-1.647901535E-2,-3.165721893E-2
5.643605670E0,2.373598516E-3,-3.916025162E-2,-5.157279968E-2
5.651582779E0,1.008472741E-1,-2.057743073E-2,4.930973053E-2
5.659560045E0,1.881593466E-1,-2.397584915E-2,2.572364807E-1
5.667538756E0,3.019720614E-1,3.752660751E-2,1.887159348E-1
5.675520201E0,3.157438040E-1,5.487537384E-2,1.591558456E-1
5.683500084E0,2.976806462E-1,1.496458054E-2,2.893924713E-2
5.691480006E0,2.526636720E-1,-2.883005142E-2,-7.307815552E-2
5.699461412E0,1.655585170E-1,-8.902645111E-2,-2.390127182E-1
5.707444850E0,8.589549363E-2,-1.074905396E-1,-1.245012283E-1
5.715427935E0,8.053864539E-2,-6.250953674E-2,-1.447772980E-1
5.723412232E0,1.041181087E-1,-4.510879517E-2,-3.237638474E-1
5.731397740E0,7.691401988E-2,-5.148124695E-2,-3.927364349E-1
5.739383795E0,-1.884309202E-2,-1.014504433E-1,-1.645364761E-1
5.747372662E0,-4.304711893E-2,-1.329994202E-1,5.932044983E-2
5.755353131E0,8.935000747E-3,-8.838367462E-2,1.302175522E-1
5.763335787E0,9.894348681E-2,-6.092071533E-3,1.823463440E-1
5.771316998E0,2.218680084E-1,9.500837326E-2,1.293306351E-1
5.779299381E0,2.676056623E-1,1.614503860E-1,9.137248993E-2
5.787280553E0,2.546868622E-1,1.601114273E-1,1.065273285E-1
5.795263873E0,2.167962492E-1,1.099238396E-1,1.462049484E-1
5.803249107E0,1.782023162E-1,4.855585098E-2,1.772813797E-1
5.811231021E0,1.106380075E-1,-4.963397980E-3,1.136455536E-1
5.819210982E0,3.421118855E-2,-2.114152908E-2,-5.952358246E-2
5.827194225E0,-7.812865078E-3,-1.797294617E-2,-2.854681015E-1
5.835173521E0,-3.005801514E-2,-3.716516495E-2,-4.501237869E-1
5.843153326E0,-1.802680083E-2,-5.416297913E-2,-4.916143417E-1
5.851135084E0,4.413607717E-2,-8.689689636E-2,-4.633636475E-1
5.859116842E0,6.540609896E-2,-7.435226440E-2,-5.322103500E-1
5.867095982E0,5.399067700E-2,-5.936670303E-2,-5.546617508E-1
5.875073873E0,8.966274559E-3,-6.183147430E-2,-3.578748703E-1
5.883052232E0,3.679521382E-2,-2.623224258E-2,-2.183904648E-1
5.891031881E0,4.069456086E-2,-3.415012360E-2,-2.414436340E-1
5.899009342E0,-2.939735726E-2,-3.286218643E-2,-2.068166733E-1
5.906986373E0,-4.350698739E-2,-1.737308502E-2,-2.008199692E-1
