"Time (s)","Pressure (hPa)"
1.649247655E2,9.953776245E2
1.650045889E2,9.953931274E2
1.650844536E2,9.954140625E2
1.651643113E2,9.954298096E2
1.652441512E2,9.954340210E2
1.653239614E2,9.954282837E2
1.654037624E2,9.954144897E2
1.654835406E2,9.954041748E2
1.655633719E2,9.953946533E2
1.656432549E2,9.954049683E2
1.657230790E2,9.954141846E2
1.658028927E2,9.954176636E2
1.658827211E2,9.954018555E2
1.659625365E2,9.953887329E2
1.660423939E2,9.953632812E2
1.661223382E2,9.953508911E2
1.662022258E2,9.953457642E2
1.662820878E2,9.953668823E2
1.663619363E2,9.953849487E2
1.664417736E2,9.953979492E2
1.665216423E2,9.954010620E2
1.666014804E2,9.953998413E2
1.666812954E2,9.953859253E2
1.667611191E2,9.953848267E2
1.668409422E2,9.953878174E2
1.669207468E2,9.954069824E2
1.670005416E2,9.954210815E2
1.670803896E2,9.954302979E2
1.671602441E2,9.954215698E2
1.672400701E2,9.954094849E2
1.673198698E2,9.953860474E2
1.673996507E2,9.953773193E2
1.674794444E2,9.953665161E2
1.675592371E2,9.953807373E2
1.676390557E2,9.953927612E2
1.677188891E2,9.953952637E2
1.677987132E2,9.953874512E2
1.678785174E2,9.953834229E2
1.679583363E2,9.953660889E2
1.680381559E2,9.953662109E2
1.681180049E2,9.953807373E2
1.681978519E2,9.953990479E2
1.682777919E2,9.954172974E2
1.683577312E2,9.954271851E2
1.684376547E2,9.954174805E2
1.685175673E2,9.954026489E2
1.685974558E2,9.953929443E2
1.686773197E2,9.953892212E2
1.687571320E2,9.954029541E2
1.688369588E2,9.954324951E2
1.689168028E2,9.954493408E2
1.689966702E2,9.954546509E2
1.690765048E2,9.954467163E2
1.691563354E2,9.954257812E2
1.692361845E2,9.953990479E2
1.693160253E2,9.953974609E2
1.693958248E2,9.954127808E2
1.694756678E2,9.954395142E2
1.695554981E2,9.954634399E2
1.696352961E2,9.954741821E2
1.697151426E2,9.954526367E2
1.697949991E2,9.954218750E2
1.698748673E2,9.953921509E2
1.699546830E2,9.953781128E2
1.700344903E2,9.953651123E2
1.701143052E2,9.953924561E2
1.701941125E2,9.954088745E2
1.702739672E2,9.954096680E2
1.703537972E2,9.953938599E2
1.704335929E2,9.953835449E2
1.705133888E2,9.953526611E2
1.705931882E2,9.953457642E2
1.706730375E2,9.953651123E2
1.707529270E2,9.953915405E2
1.708328161E2,9.954185791E2
1.709126395E2,9.954335938E2
1.709924422E2,9.954191895E2
1.710722427E2,9.953892212E2
1.711520220E2,9.953599854E2
1.712317980E2,9.953434448E2
1.713116061E2,9.953362427E2
1.713914047E2,9.953638916E2
1.714712193E2,9.953834229E2
1.715510530E2,9.953938599E2
1.716309266E2,9.953879395E2
1.717107930E2,9.953778076E2
1.717906362E2,9.953524780E2
1.718705304E2,9.953474731E2
1.719504726E2,9.953671875E2
1.720303850E2,9.953867188E2
1.721102471E2,9.954034424E2
1.721900843E2,9.954038696E2
1.722699661E2,9.953751221E2
1.723497972E2,9.953271484E2
1.724296337E2,9.952969971E2
1.725094935E2,9.952810669E2
1.725893497E2,9.952952881E2
1.726691744E2,9.953253174E2
1.727489802E2,9.953415527E2
1.728287750E2,9.953430786E2
1.729085426E2,9.953429565E2
1.729883081E2,9.953335571E2
1.730681060E2,9.953380737E2
1.731479394E2,9.953818359E2
1.732277836E2,9.954329224E2
1.733075754E2,9.954715576E2
1.733873557E2,9.954901123E2
1.734671506E2,9.954838867E2
1.735469599E2,9.954474487E2
1.736267775E2,9.954093628E2
1.737066195E2,9.953870239E2
1.737864792E2,9.953707886E2
1.738663806E2,9.953903198E2
1.739462690E2,9.954107666E2
1.740261597E2,9.954165649E2
1.741059830E2,9.954032593E2
1.741857769E2,9.953915405E2
1.742655730E2,9.953648071E2
1.743453703E2,9.953518677E2
1.744252031E2,9.953649902E2
1.745050224E2,9.953801270E2
1.745848188E2,9.953867188E2
1.746646674E2,9.953704224E2
1.747444731E2,9.953388672E2
1.748243491E2,9.952946777E2
1.749042615E2,9.952727661E2
1.749841428E2,9.952606201E2
1.750640352E2,9.952857666E2
1.751438511E2,9.953114014E2
1.752236756E2,9.953363647E2
1.753034678E2,9.953318481E2
1.753832417E2,9.953285522E2
1.754630281E2,9.953087158E2
1.755428072E2,9.953020020E2
1.756225863E2,9.952918701E2
1.757023695E2,9.953151245E2
1.757821578E2,9.953337402E2
1.758619595E2,9.953348389E2
1.759417348E2,9.953176270E2
1.760214929E2,9.953005981E2
1.761012560E2,9.952757568E2
1.761810304E2,9.952628174E2
1.762608271E2,9.952851562E2
1.763406282E2,9.953192139E2
1.764203902E2,9.953580933E2
1.765001682E2,9.953773193E2
1.765799797E2,9.953731079E2
1.766597846E2,9.953516846E2
1.767396266E2,9.953357544E2
1.768194341E2,9.953249512E2
1.768991995E2,9.953354492E2
1.769789599E2,9.953616943E2
1.770587552E2,9.953693237E2
1.771385808E2,9.953598022E2
1.772184133E2,9.953393555E2
1.772982509E2,9.953074951E2
1.773780720E2,9.952955933E2
1.774578957E2,9.953070068E2
1.775377158E2,9.953393555E2
1.776176086E2,9.953756104E2
1.776974942E2,9.954005737E2
1.777773275E2,9.953959351E2
1.778570822E2,9.953666992E2
1.779368704E2,9.953366699E2
1.780166594E2,9.953181152E2
1.780964032E2,9.953253174E2
1.781761412E2,9.953526611E2
1.782558969E2,9.953681030E2
1.783356979E2,9.953612061E2
1.784155233E2,9.953332520E2
1.784953957E2,9.952905884E2
1.785752656E2,9.952468262E2
1.786551331E2,9.952467041E2
1.787350001E2,9.952780762E2
1.788148778E2,9.953134155E2
1.788947379E2,9.953440552E2
1.789745429E2,9.953565674E2
1.790543293E2,9.953418579E2
1.791341479E2,9.953117065E2
1.792139452E2,9.952969971E2
1.792937693E2,9.952893677E2
1.793735686E2,9.953184204E2
1.794533722E2,9.953505859E2
1.795331912E2,9.953558960E2
1.796130173E2,9.953438721E2
1.796928062E2,9.953259277E2
1.797726774E2,9.952807617E2
1.798525566E2,9.952500000E2
1.799324391E2,9.952696533E2
1.800122703E2,9.953012085E2
1.800920890E2,9.953387451E2
1.801719399E2,9.953579712E2
1.802517870E2,9.953576050E2
1.803316193E2,9.953223267E2
1.804114162E2,9.952924805E2
1.804912150E2,9.952735596E2
1.805710035E2,9.952849731E2
1.806507725E2,9.953088989E2
1.807305672E2,9.953274536E2
1.808103263E2,9.953185425E2
1.808900779E2,9.952855835E2
1.809698461E2,9.952454224E2
1.810496220E2,9.952046509E2
1.811293786E2,9.951932373E2
1.812091783E2,9.952235718E2
1.812889726E2,9.952617188E2
1.813688255E2,9.952949829E2
1.814486879E2,9.953107300E2
1.815284961E2,9.953023071E2
1.816082749E2,9.952657471E2
1.816880848E2,9.952517090E2
1.817679009E2,9.952360840E2
1.818477176E2,9.952801514E2
1.819275000E2,9.953159180E2
1.820072788E2,9.953601074E2
1.820870542E2,9.953499756E2
1.821668161E2,9.953318481E2
1.822465859E2,9.952709351E2
1.823263599E2,9.952360840E2
1.824061498E2,9.952076416E2
1.824859362E2,9.952290649E2
1.825657469E2,9.952559204E2
1.826455334E2,9.952729492E2
1.827252966E2,9.952720337E2
1.828050581E2,9.952575073E2
1.828848531E2,9.952359009E2
1.829646206E2,9.952401123E2
1.830444395E2,9.952517090E2
1.831242471E2,9.952671509E2
1.832040399E2,9.952838745E2
1.832838375E2,9.952798462E2
1.833636107E2,9.952493286E2
1.834433797E2,9.952184448E2
1.835231631E2,9.952015381E2
1.836029159E2,9.952042236E2
1.836827075E2,9.952160645E2
1.837625465E2,9.952406006E2
1.838424143E2,9.952595215E2
1.839223001E2,9.952575073E2
1.840021747E2,9.952341919E2
1.840819966E2,9.952120361E2
1.841617725E2,9.951934204E2
1.842415051E2,9.951804199E2
1.843212803E2,9.952043457E2
1.844010655E2,9.952244873E2
1.844808739E2,9.952434082E2
1.845606305E2,9.952431030E2
1.846403829E2,9.952262573E2
1.847201429E2,9.951931152E2
1.847998915E2,9.951768799E2
1.848796658E2,9.951793823E2
1.849594058E2,9.952057495E2
1.850391478E2,9.952476196E2
1.851188970E2,9.952665405E2
1.851986878E2,9.952673340E2
1.852785361E2,9.952413940E2
1.853582964E2,9.952018433E2
1.854380639E2,9.951766968E2
1.855178337E2,9.951776123E2
1.855976000E2,9.952166748E2
1.856773686E2,9.952592163E2
1.857571064E2,9.952874756E2
1.858369261E2,9.952943726E2
1.859166692E2,9.952671509E2
1.859963904E2,9.952151489E2
1.860761234E2,9.951832886E2
1.861558447E2,9.951701050E2
1.862355992E2,9.951876221E2
1.863153964E2,9.952249756E2
1.863951699E2,9.952418823E2
1.864749402E2,9.952432861E2
1.865547289E2,9.952252808E2
1.866345465E2,9.951881104E2
1.867143538E2,9.951551514E2
1.867941482E2,9.951559448E2
1.868739889E2,9.951770020E2
1.869538040E2,9.952077637E2
1.870336387E2,9.952272949E2
1.871134877E2,9.952376099E2
1.871933531E2,9.952132568E2
1.872732366E2,9.951785889E2
1.873531153E2,9.951562500E2
1.874329828E2,9.951587524E2
1.875127625E2,9.951763916E2
1.875925629E2,9.952068481E2
1.876723395E2,9.952218628E2
1.877521243E2,9.952185669E2
1.878318829E2,9.951889038E2
1.879116588E2,9.951548462E2
1.879914447E2,9.951335449E2
1.880712189E2,9.951321411E2
1.881510065E2,9.951637573E2
1.882308047E2,9.952009277E2
1.883105987E2,9.952271729E2
1.883903979E2,9.952313843E2
1.884701456E2,9.952074585E2
1.885499229E2,9.951613770E2
1.886296740E2,9.951332397E2
1.887094608E2,9.951246948E2
1.887892264E2,9.951482544E2
1.888689887E2,9.951820068E2
1.889487577E2,9.951992188E2
1.890285551E2,9.951984253E2
1.891083043E2,9.951740112E2
1.891880611E2,9.951367188E2
1.892677949E2,9.951145020E2
1.893475320E2,9.951182861E2
1.894272557E2,9.951448364E2
1.895069721E2,9.951804199E2
1.895867261E2,9.952040405E2
1.896665044E2,9.952091675E2
1.897462632E2,9.951890259E2
1.898259997E2,9.951593628E2
1.899057338E2,9.951387329E2
1.899854540E2,9.951415405E2
1.900651972E2,9.951516724E2
1.901449177E2,9.951939087E2
1.902246154E2,9.952151489E2
1.903043267E2,9.952215576E2
1.903840544E2,9.952037354E2
1.904637581E2,9.951856079E2
1.905434912E2,9.951535645E2
1.906232043E2,9.951446533E2
1.907029166E2,9.951574707E2
1.907826263E2,9.951762085E2
1.908623559E2,9.951920166E2
1.909420970E2,9.951920166E2
1.910218861E2,9.951710815E2
1.911016502E2,9.951407471E2
1.911814281E2,9.951196899E2
1.912611708E2,9.951248169E2
1.913408728E2,9.951448364E2
1.914205947E2,9.951915283E2
1.915003297E2,9.952166748E2
1.915800697E2,9.952257690E2
1.916598141E2,9.952101440E2
1.917395621E2,9.951912231E2
1.918193295E2,9.951588745E2
1.918990895E2,9.951523438E2
1.919789185E2,9.951652832E2
1.920587446E2,9.951870117E2
1.921385528E2,9.952009277E2
1.922183579E2,9.952070312E2
1.922980536E2,9.951813965E2
1.923777668E2,9.951423340E2
1.924574990E2,9.951068726E2
1.925372229E2,9.950958862E2
1.926169595E2,9.950859375E2
1.926966970E2,9.951195068E2
1.927764259E2,9.951474609E2
1.928561653E2,9.951598511E2
1.929358952E2,9.951504517E2
1.930156408E2,9.951392212E2
1.930953965E2,9.951162109E2
1.931751532E2,9.951101074E2
1.932548931E2,9.951240234E2
1.933346443E2,9.951501465E2
1.934143796E2,9.951752930E2
1.934941552E2,9.951834106E2
1.935739124E2,9.951635742E2
1.936536812E2,9.951312256E2
1.937334533E2,9.951004639E2
1.938132175E2,9.950916748E2
1.938929963E2,9.950849609E2
1.939727187E2,9.951174927E2
1.940524370E2,9.951465454E2
1.941321591E2,9.951557617E2
1.942119006E2,9.951488647E2
1.942916069E2,9.951424561E2
1.943713464E2,9.951188965E2
1.944511179E2,9.951240234E2
1.945308359E2,9.951279297E2
1.946105650E2,9.951654663E2
1.946902997E2,9.951842041E2
1.947700105E2,9.951960449E2
1.948497388E2,9.951685791E2
1.949294784E2,9.951524658E2
1.950092070E2,9.951116943E2
1.950889235E2,9.951071777E2
1.951686640E2,9.950997925E2
1.952483721E2,9.951349487E2
1.953281324E2,9.951663818E2
1.954078883E2,9.951776123E2
1.954876101E2,9.951743774E2
1.955673414E2,9.951768799E2
1.956470362E2,9.951523438E2
1.957267400E2,9.951426392E2
1.958064797E2,9.951746826E2
1.958862350E2,9.951978149E2
1.959659716E2,9.952246704E2
